DateTime,Number of sales,Average USD,Sales USD,Active market wallets,Unique buyers
2017-12-12,9.0,83.47,751.19,8.0,6.0
2017-12-13,22.0,213.93,4706.53,12.0,7.0
2017-12-14,15.0,215.85,3237.74,7.0,2.0
2017-12-15,10.0,102.92,1029.25,11.0,7.0
2017-12-16,4.0,100.07,400.28,8.0,4.0
2017-12-17,6.0,106.27,637.61,8.0,4.0
2017-12-18,4.0,150.44,601.78,7.0,3.0
2017-12-19,10.0,110.39,1103.89,11.0,6.0
2017-12-20,1.0,81.34,81.34,2.0,1.0
2017-12-21,6.0,98.9,593.41,7.0,4.0
2017-12-22,5.0,103.74,518.69,8.0,5.0
2017-12-23,1.0,71.57,71.57,2.0,1.0
2017-12-24,1.0,102.93,102.93,2.0,1.0
2017-12-25,0.0,0.0,0.0,0.0,0.0
2017-12-26,2.0,1257.93,2515.86,3.0,2.0
2017-12-27,3.0,71.4,214.19,6.0,3.0
2017-12-28,8.0,106.84,854.73,5.0,1.0
2017-12-29,4.0,84.98,339.9,8.0,4.0
2017-12-30,1.0,88.43,88.43,2.0,1.0
2017-12-31,0.0,0.0,0.0,0.0,0.0
2018-01-01,10.0,716.32,7163.22,10.0,3.0
2018-01-02,3.0,119.84,359.53,5.0,2.0
2018-01-03,2.0,95.82,191.65,4.0,2.0
2018-01-04,2.0,112.52,225.04,4.0,2.0
2018-01-05,0.0,0.0,0.0,0.0,0.0
2018-01-06,0.0,0.0,0.0,0.0,0.0
2018-01-07,1.0,147.9,147.9,2.0,1.0
2018-01-08,4.0,165.89,663.56,6.0,3.0
2018-01-09,2.0,309.73,619.46,3.0,2.0
2018-01-10,5.0,3396.26,16981.32,9.0,5.0
2018-01-11,7.0,333.9,2337.31,10.0,6.0
2018-01-12,4.0,134.85,539.4,6.0,4.0
2018-01-13,8.0,195.87,1566.93,11.0,5.0
2018-01-14,24.0,469.12,11258.85,18.0,9.0
2018-01-15,5.0,582.66,2913.31,8.0,3.0
2018-01-16,10.0,115.41,1154.09,9.0,4.0
2018-01-17,3.0,586.16,1758.47,4.0,1.0
2018-01-18,4.0,150.23,600.92,7.0,4.0
2018-01-19,7.0,155.54,1088.77,9.0,5.0
2018-01-20,25.0,180.63,4515.73,14.0,10.0
2018-01-21,0.0,0.0,0.0,0.0,0.0
2018-01-22,4.0,425.16,1700.66,2.0,1.0
2018-01-23,8.0,277.67,2221.33,8.0,4.0
2018-01-24,1.0,105.69,105.69,2.0,1.0
2018-01-25,1.0,529.66,529.66,2.0,1.0
2018-01-26,6.0,197.22,1183.35,6.0,2.0
2018-01-27,0.0,0.0,0.0,0.0,0.0
2018-01-28,2.0,179.41,358.82,4.0,2.0
2018-01-29,7.0,252.31,1766.15,5.0,2.0
2018-01-30,0.0,0.0,0.0,0.0,0.0
2018-01-31,0.0,0.0,0.0,0.0,0.0
2018-02-01,1.0,88.49,88.49,2.0,1.0
2018-02-02,3.0,102.13,306.38,4.0,3.0
2018-02-03,1.0,82.32,82.32,2.0,1.0
2018-02-04,2.0,141.27,282.54,3.0,1.0
2018-02-05,1.0,125.23,125.23,2.0,1.0
2018-02-06,0.0,0.0,0.0,0.0,0.0
2018-02-07,1.0,235.72,235.72,2.0,1.0
2018-02-08,1.0,263.16,263.16,2.0,1.0
2018-02-09,1.0,72.7,72.7,2.0,1.0
2018-02-10,0.0,0.0,0.0,0.0,0.0
2018-02-11,2.0,145.24,290.48,3.0,1.0
2018-02-12,0.0,0.0,0.0,0.0,0.0
2018-02-13,0.0,0.0,0.0,0.0,0.0
2018-02-14,0.0,0.0,0.0,0.0,0.0
2018-02-15,0.0,0.0,0.0,0.0,0.0
2018-02-16,3.0,92.86,278.57,5.0,2.0
2018-02-17,1.0,1383.32,1383.32,2.0,1.0
2018-02-18,1.0,86.78,86.78,2.0,1.0
2018-02-19,0.0,0.0,0.0,0.0,0.0
2018-02-20,1.0,83.55,83.55,2.0,1.0
2018-02-21,2.0,90.3,180.59,4.0,2.0
2018-02-22,1.0,72.82,72.82,2.0,1.0
2018-02-23,4.0,119.84,479.34,6.0,3.0
2018-02-24,4.0,127.54,510.16,7.0,3.0
2018-02-25,0.0,0.0,0.0,0.0,0.0
2018-02-26,1.0,126.39,126.39,2.0,1.0
2018-02-27,0.0,0.0,0.0,0.0,0.0
2018-02-28,2.0,97.36,194.71,4.0,2.0
2018-03-01,3.0,140.78,422.34,4.0,2.0
2018-03-02,3.0,129.21,387.62,6.0,3.0
2018-03-03,4.0,2967.83,11871.33,6.0,2.0
2018-03-04,2.0,156.19,312.37,4.0,2.0
2018-03-05,0.0,0.0,0.0,0.0,0.0
2018-03-06,0.0,0.0,0.0,0.0,0.0
2018-03-07,0.0,0.0,0.0,0.0,0.0
2018-03-08,1.0,413.93,413.93,2.0,1.0
2018-03-09,1.0,69.92,69.92,2.0,1.0
2018-03-10,0.0,0.0,0.0,0.0,0.0
2018-03-11,0.0,0.0,0.0,0.0,0.0
2018-03-12,1.0,142.64,142.64,2.0,1.0
2018-03-13,1.0,62.58,62.58,2.0,1.0
2018-03-14,1.0,75.31,75.31,2.0,1.0
2018-03-15,0.0,0.0,0.0,0.0,0.0
2018-03-16,1.0,159.24,159.24,2.0,1.0
2018-03-17,1.0,54.71,54.71,2.0,1.0
2018-03-18,2.0,56.01,112.02,2.0,1.0
2018-03-19,1.0,134.67,134.67,2.0,1.0
2018-03-20,3.0,75.68,227.03,6.0,3.0
2018-03-21,2.0,124.7,249.39,3.0,1.0
2018-03-22,2.0,64.53,129.06,3.0,1.0
2018-03-23,5.0,145.18,725.9,4.0,2.0
2018-03-24,2.0,59.19,118.38,4.0,2.0
2018-03-25,1.0,119.48,119.48,2.0,1.0
2018-03-26,0.0,0.0,0.0,0.0,0.0
2018-03-27,1.0,48.75,48.75,2.0,1.0
2018-03-28,1.0,134.72,134.72,2.0,1.0
2018-03-29,0.0,0.0,0.0,0.0,0.0
2018-03-30,0.0,0.0,0.0,0.0,0.0
2018-03-31,2.0,49.42,98.83,2.0,1.0
2018-04-01,2.0,69.26,138.53,3.0,2.0
2018-04-02,4.0,43.6,174.4,4.0,2.0
2018-04-03,5.0,49.26,246.29,5.0,3.0
2018-04-04,11.0,62.36,685.93,5.0,3.0
2018-04-05,1.0,38.03,38.03,2.0,1.0
2018-04-06,1.0,46.14,46.14,2.0,1.0
2018-04-07,2.0,46.24,92.48,3.0,2.0
2018-04-08,2.0,57.52,115.03,3.0,1.0
2018-04-09,1.0,35.73,35.73,2.0,1.0
2018-04-10,0.0,0.0,0.0,0.0,0.0
2018-04-11,1.0,57.78,57.78,2.0,1.0
2018-04-12,0.0,0.0,0.0,0.0,0.0
2018-04-13,0.0,0.0,0.0,0.0,0.0
2018-04-14,2.0,48.9,97.8,2.0,1.0
2018-04-15,0.0,0.0,0.0,0.0,0.0
2018-04-16,1.0,78.83,78.83,2.0,1.0
2018-04-17,2.0,53.25,106.49,3.0,1.0
2018-04-18,0.0,0.0,0.0,0.0,0.0
2018-04-19,0.0,0.0,0.0,0.0,0.0
2018-04-20,3.0,349.28,1047.83,6.0,3.0
2018-04-21,3.0,108.22,324.65,4.0,1.0
2018-04-22,0.0,0.0,0.0,0.0,0.0
2018-04-23,0.0,0.0,0.0,0.0,0.0
2018-04-24,2.0,85.91,171.82,4.0,2.0
2018-04-25,1.0,63.45,63.45,2.0,1.0
2018-04-26,1.0,49.1,49.1,2.0,1.0
2018-04-27,0.0,0.0,0.0,0.0,0.0
2018-04-28,2.0,115.56,231.12,4.0,2.0
2018-04-29,0.0,0.0,0.0,0.0,0.0
2018-04-30,0.0,0.0,0.0,0.0,0.0
2018-05-01,2.0,62.96,125.92,3.0,2.0
2018-05-02,3.0,606.02,1818.06,3.0,2.0
2018-05-03,0.0,0.0,0.0,0.0,0.0
2018-05-04,0.0,0.0,0.0,0.0,0.0
2018-05-05,2.0,60.29,120.58,3.0,2.0
