"DateTime","Average USD","Average USD"
"2019-03-03 00:00:00",5.27,5.27
"2019-03-04 00:00:00",75.39,75.39
"2019-03-05 00:00:00",17.94,17.94
"2019-03-06 00:00:00",13.52,13.52
"2019-03-07 00:00:00",30.91,30.91
"2019-03-08 00:00:00",29.12,29.12
"2019-03-09 00:00:00",9.31,9.31
"2019-03-10 00:00:00",6.14,6.14
"2019-03-11 00:00:00",9.19,9.19
"2019-03-12 00:00:00",23.64,23.64
"2019-03-13 00:00:00",13.25,13.25
"2019-03-14 00:00:00",6.12,6.12
"2019-03-15 00:00:00",3.48,3.48
"2019-03-16 00:00:00",2.12,2.12
"2019-03-17 00:00:00",2.08,2.08
"2019-03-18 00:00:00",2.77,2.77
"2019-03-19 00:00:00",2.93,2.93
"2019-03-20 00:00:00",2.63,2.63
"2019-03-21 00:00:00",2.11,2.11
"2019-03-22 00:00:00",20.75,20.75
"2019-03-23 00:00:00",38.47,38.47
"2019-03-24 00:00:00",3.42,3.42
"2019-03-25 00:00:00",4.51,4.51
"2019-03-26 00:00:00",43.13,43.13
"2019-03-27 00:00:00",11.22,11.22
"2019-03-28 00:00:00",2.35,2.35
"2019-03-29 00:00:00",4.62,4.62
"2019-03-30 00:00:00",4.8,4.8
"2019-03-31 00:00:00",13.41,13.41
"2019-04-01 00:00:00",14.27,14.27
"2019-04-02 00:00:00",6.92,6.92
"2019-04-03 00:00:00",5.39,5.39
"2019-04-04 00:00:00",2.72,2.72
"2019-04-05 00:00:00",3.31,3.31
"2019-04-06 00:00:00",3.56,3.56
"2019-04-07 00:00:00",2.78,2.78
"2019-04-08 00:00:00",3.86,3.86
"2019-04-09 00:00:00",2.28,2.28
"2019-04-10 00:00:00",1.91,1.91
"2019-04-11 00:00:00",2.9,2.9
"2019-04-12 00:00:00",2.41,2.41
"2019-04-13 00:00:00",1.45,1.45
"2019-04-14 00:00:00",0.73,0.73
"2019-04-15 00:00:00",3.3,3.3
"2019-04-16 00:00:00",6.81,6.81
"2019-04-17 00:00:00",3.29,3.29
"2019-04-18 00:00:00",1.95,1.95
"2019-04-19 00:00:00",14.74,14.74
"2019-04-20 00:00:00",2.12,2.12
"2019-04-21 00:00:00",3.13,3.13
"2019-04-22 00:00:00",1.81,1.81
"2019-04-23 00:00:00",3.92,3.92
"2019-04-24 00:00:00",4.23,4.23
"2019-04-25 00:00:00",2.33,2.33
"2019-04-26 00:00:00",2.9,2.9
"2019-04-27 00:00:00",9.2,9.2
"2019-04-28 00:00:00",2.19,2.19
"2019-04-29 00:00:00",4.75,4.75
